Airline,Flight Number,Departure City,Arrival City,Return Date,Price,Stops,Duration,Departure Time,Departure Time of Day,Arrival Time of Day
JetBlue,B6 1993,John F. Kennedy International Airport,Miami International Airport,,232,0,196,2025-01-31 15:24,afternoon,evening
Delta,DL 732,John F. Kennedy International Airport,Miami International Airport,,237,0,203,2025-01-31 13:10,afternoon,afternoon
American,AA 1032,John F. Kennedy International Airport,Miami International Airport,,242,0,215,2025-01-31 09:01,morning,afternoon
American,AA 2603,John F. Kennedy International Airport,Miami International Airport,,242,0,202,2025-01-31 17:34,evening,night
American,AA 1174,John F. Kennedy International Airport,Miami International Airport,,242,0,204,2025-01-31 18:21,evening,night
American,AA 1584,John F. Kennedy International Airport,Miami International Airport,,267,0,200,2025-01-31 13:30,afternoon,afternoon
Delta,DL 1528,John F. Kennedy International Airport,Miami International Airport,,277,0,202,2025-01-31 07:00,morning,morning
American,AA 1235,John F. Kennedy International Airport,Miami International Airport,,287,0,198,2025-01-31 06:30,early morning,morning
American,AA 1610,John F. Kennedy International Airport,Miami International Airport,,287,0,202,2025-01-31 07:38,morning,morning
Delta,DL 1438,John F. Kennedy International Airport,Miami International Airport,,317,0,208,2025-01-31 15:26,afternoon,evening
JetBlue,B6 2293,John F. Kennedy International Airport,Miami International Airport,,337,0,193,2025-01-31 09:50,morning,afternoon
Delta,DL 1428,John F. Kennedy International Airport,Miami International Airport,,397,0,212,2025-01-31 19:55,evening,night
American,AA 2748,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,567,1,235,2025-04-27 05:44,early morning,morning
American,AA 1306,Dallas Fort Worth International Airport,Miami International Airport,,567,1,169,2025-04-27 12:47,afternoon,afternoon
American,AA 3081,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,567,1,233,2025-04-27 10:22,morning,afternoon
American,AA 3308,Dallas Fort Worth International Airport,Miami International Airport,,567,1,171,2025-04-27 17:03,evening,night
American,AA 2407,Seattle Tacoma International Airport,Charlotte Douglas International Airport,,567,1,306,2025-04-27 13:44,afternoon,night
American,AA 3068,Charlotte Douglas International Airport,Miami International Airport,,567,1,123,2025-04-27 22:21,night,early morning
American,AA 757,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,567,1,236,2025-04-27 14:04,afternoon,night
American,AA 2090,Dallas Fort Worth International Airport,Miami International Airport,,567,1,168,2025-04-27 20:42,night,early morning
American,AA 2440,Los Angeles International Airport,Miami International Airport,,491,0,288,2025-03-20 10:14,morning,evening
American,AA 658,Los Angeles International Airport,Miami International Airport,,491,0,287,2025-03-20 11:10,morning,evening
American,AA 2284,Los Angeles International Airport,Miami International Airport,,491,0,285,2025-03-20 13:55,afternoon,night
American,AA 2186,Los Angeles International Airport,Miami International Airport,,491,0,288,2025-03-20 21:59,night,early morning
American,AA 922,Los Angeles International Airport,Miami International Airport,,538,0,289,2025-03-20 08:11,morning,afternoon
United,UA 654,Los Angeles International Airport,George Bush Intercontinental Airport,,648,1,194,2025-03-20 06:00,early morning,morning
United,UA 2105,George Bush Intercontinental Airport,Miami International Airport,,648,1,156,2025-03-20 12:05,afternoon,afternoon
Delta,DL 811,Los Angeles International Airport,Miami International Airport,,753,0,298,2025-03-20 09:15,morning,evening
Alaska,AS 1082,San Francisco International Airport,Seattle Tacoma International Airport,,348,0,142,2024-11-28 15:00,afternoon,evening
Alaska,AS 1225,San Francisco International Airport,Seattle Tacoma International Airport,,362,0,143,2024-11-28 12:04,afternoon,afternoon
United,UA 2293,San Francisco International Airport,Seattle Tacoma International Airport,,362,0,141,2024-11-28 06:15,early morning,morning
United,UA 573,San Francisco International Airport,Seattle Tacoma International Airport,,362,0,141,2024-11-28 09:32,morning,morning
United,UA 2315,San Francisco International Airport,Seattle Tacoma International Airport,,362,0,138,2024-11-28 10:35,morning,afternoon
Delta,DL 3603,San Francisco International Airport,Seattle Tacoma International Airport,,362,0,140,2024-11-28 12:53,afternoon,afternoon
United,UA 2650,San Francisco International Airport,Seattle Tacoma International Airport,,362,0,138,2024-11-28 13:15,afternoon,afternoon
Delta,DL 3604,San Francisco International Airport,Seattle Tacoma International Airport,,362,0,135,2024-11-28 16:45,afternoon,evening
Alaska,AS 1225,San Francisco International Airport,Seattle Tacoma International Airport,,182,0,138,2025-01-22 11:20,morning,afternoon
Alaska,AS 1059,San Francisco International Airport,Seattle Tacoma International Airport,,182,0,136,2025-01-22 14:43,afternoon,afternoon
Alaska,AS 971,San Francisco International Airport,Seattle Tacoma International Airport,,182,0,135,2025-01-22 16:48,afternoon,evening
Delta,DL 672,San Francisco International Airport,Seattle Tacoma International Airport,,182,0,145,2025-01-22 06:10,early morning,morning
United,UA 2315,San Francisco International Airport,Seattle Tacoma International Airport,,182,0,140,2025-01-22 11:12,morning,afternoon
United,UA 593,San Francisco International Airport,Seattle Tacoma International Airport,,182,0,140,2025-01-22 13:25,afternoon,afternoon
Delta,DL 673,San Francisco International Airport,Seattle Tacoma International Airport,,182,0,144,2025-01-22 13:30,afternoon,afternoon
United,UA 2603,San Francisco International Airport,Seattle Tacoma International Airport,,182,0,140,2025-01-22 16:48,afternoon,evening
United,UA 2019,San Francisco International Airport,Seattle Tacoma International Airport,,182,0,140,2025-01-22 19:00,evening,night
Delta,DL 3720,San Francisco International Airport,Seattle Tacoma International Airport,,182,0,145,2025-01-22 20:35,night,night
Alaska,AS 1289,San Francisco International Airport,Seattle Tacoma International Airport,,192,0,138,2025-01-22 10:00,morning,afternoon
Alaska,AS 3339,San Francisco International Airport,Seattle Tacoma International Airport,,222,0,148,2025-01-22 17:55,evening,night
American,AA 2770,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,275,0,153,2025-02-06 05:17,early morning,early morning
Delta,DL 839,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,275,0,149,2025-02-06 07:25,morning,morning
American,AA 1567,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,275,0,158,2025-02-06 07:28,morning,morning
Delta,DL 961,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,275,0,153,2025-02-06 09:50,morning,morning
American,AA 811,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,275,0,159,2025-02-06 10:59,morning,afternoon
American,AA 3104,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,275,0,159,2025-02-06 14:10,afternoon,afternoon
American,AA 2403,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,275,0,160,2025-02-06 20:10,night,night
Delta,DL 31,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,275,0,146,2025-02-06 20:40,night,night
Delta,DL 818,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,275,0,146,2025-02-06 22:31,night,night
United,UA 759,Hartsfield-Jackson Atlanta International Airport,George Bush Intercontinental Airport,,294,1,147,2025-02-06 07:00,morning,morning
United,UA 397,George Bush Intercontinental Airport,Dallas Fort Worth International Airport,,294,1,87,2025-02-06 09:42,morning,morning
Delta,DL 436,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,305,0,148,2025-02-06 17:26,evening,evening
American,AA 1248,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,305,0,154,2025-02-06 18:25,evening,evening
United,UA 470,Hartsfield-Jackson Atlanta International Airport,George Bush Intercontinental Airport,,316,1,147,2025-02-06 15:58,afternoon,evening
United,UA 1373,George Bush Intercontinental Airport,Dallas Fort Worth International Airport,,316,1,91,2025-02-06 18:35,evening,night
American,AA 1236,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,480,0,158,2025-02-06 16:26,afternoon,evening
Delta,DL 957,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,512,1,184,2025-05-15 15:00,afternoon,night
Delta,DL 1234,Hartsfield-Jackson Atlanta International Airport,Miami International Airport,,512,1,115,2025-05-15 20:50,night,night
American,AA 2078,Denver International Airport,Dallas Fort Worth International Airport,,555,1,123,2025-05-15 06:21,early morning,morning
American,AA 469,Dallas Fort Worth International Airport,Miami International Airport,,555,1,171,2025-05-15 10:04,morning,afternoon
American,AA 573,Denver International Airport,Charlotte Douglas International Airport,,555,1,197,2025-05-15 07:13,morning,afternoon
American,AA 2191,Charlotte Douglas International Airport,Miami International Airport,,555,1,123,2025-05-15 13:02,afternoon,afternoon
American,AA 1244,Denver International Airport,Dallas Fort Worth International Airport,,555,1,126,2025-05-15 10:39,morning,afternoon
American,AA 1167,Dallas Fort Worth International Airport,Miami International Airport,,555,1,170,2025-05-15 14:26,afternoon,evening
American,AA 2359,Denver International Airport,Dallas Fort Worth International Airport,,555,1,122,2025-05-15 12:53,afternoon,afternoon
American,AA 3308,Dallas Fort Worth International Airport,Miami International Airport,,555,1,173,2025-05-15 16:50,afternoon,night
JetBlue,B6 434,San Francisco International Airport,Boston Logan International Airport,,588,0,339,2025-05-06 06:00,early morning,afternoon
JetBlue,B6 1734,San Francisco International Airport,Boston Logan International Airport,,588,0,346,2025-05-06 08:05,morning,afternoon
JetBlue,B6 534,San Francisco International Airport,Boston Logan International Airport,,588,0,339,2025-05-06 10:50,morning,evening
JetBlue,B6 2234,San Francisco International Airport,Boston Logan International Airport,,588,0,339,2025-05-06 12:45,afternoon,night
JetBlue,B6 734,San Francisco International Airport,Boston Logan International Airport,,588,0,335,2025-05-06 15:50,afternoon,early morning
JetBlue,B6 134,San Francisco International Airport,Boston Logan International Airport,,588,0,338,2025-05-06 20:47,night,early morning
Alaska,AS 356,San Francisco International Airport,Boston Logan International Airport,,652,0,341,2025-05-06 08:25,morning,evening
United,UA 2259,San Francisco International Airport,Boston Logan International Airport,,795,0,343,2025-05-06 10:45,morning,evening
United,UA 2851,San Francisco International Airport,Boston Logan International Airport,,795,0,340,2025-05-06 14:45,afternoon,night
United,UA 2374,San Francisco International Airport,Boston Logan International Airport,,795,0,327,2025-05-06 16:15,afternoon,early morning
United,UA 1230,San Francisco International Airport,Boston Logan International Airport,,795,0,341,2025-05-06 20:35,night,early morning
United,UA 1665,San Francisco International Airport,Boston Logan International Airport,,795,0,327,2025-05-06 23:45,night,morning
United,UA 2647,San Francisco International Airport,Boston Logan International Airport,,834,0,351,2025-05-06 08:30,morning,evening
Alaska,AS 1083,Los Angeles International Airport,Seattle Tacoma International Airport,,542,0,180,2024-11-21 13:00,afternoon,afternoon
Alaska,AS 1147,Los Angeles International Airport,Seattle Tacoma International Airport,,542,0,175,2024-11-21 15:00,afternoon,evening
Alaska,AS 1371,Los Angeles International Airport,Seattle Tacoma International Airport,,542,0,175,2024-11-21 16:03,afternoon,evening
Alaska,AS 1301,Los Angeles International Airport,Seattle Tacoma International Airport,,542,0,175,2024-11-21 17:32,evening,night
Alaska,AS 1464,Los Angeles International Airport,Seattle Tacoma International Airport,,542,0,175,2024-11-21 18:35,evening,night
Alaska,AS 1093,Los Angeles International Airport,Seattle Tacoma International Airport,,542,0,175,2024-11-21 20:30,night,night
Delta,DL 2586,Los Angeles International Airport,Seattle Tacoma International Airport,,577,0,184,2024-11-21 07:01,morning,morning
Delta,DL 1714,Los Angeles International Airport,Seattle Tacoma International Airport,,577,0,190,2024-11-21 09:25,morning,afternoon
United,UA 262,Los Angeles International Airport,Seattle Tacoma International Airport,,577,0,178,2024-11-21 10:45,morning,afternoon
Delta,DL 1045,Los Angeles International Airport,Seattle Tacoma International Airport,,577,0,183,2024-11-21 11:40,morning,afternoon
Delta,DL 2606,Los Angeles International Airport,Seattle Tacoma International Airport,,577,0,176,2024-11-21 13:09,afternoon,afternoon
American,AA 4882,Los Angeles International Airport,Seattle Tacoma International Airport,,577,0,179,2024-11-21 15:45,afternoon,evening
Delta,DL 2640,Los Angeles International Airport,Seattle Tacoma International Airport,,577,0,177,2024-11-21 17:00,evening,evening
Delta,DL 1551,Los Angeles International Airport,Seattle Tacoma International Airport,,577,0,183,2024-11-21 19:15,evening,night
United,UA 684,Los Angeles International Airport,Seattle Tacoma International Airport,,577,0,180,2024-11-21 19:30,evening,night
American,AA 4868,Los Angeles International Airport,Seattle Tacoma International Airport,,577,0,180,2024-11-21 19:45,evening,night
Delta,DL 2645,Los Angeles International Airport,Seattle Tacoma International Airport,,577,0,175,2024-11-21 21:30,night,early morning
Contour Airlines,LF 3539,Chicago O'Hare International Airport,Waynesville - St. Robert Regional Airport,,328,1,100,2024-12-09 11:45,morning,afternoon
Contour Airlines,LF 3551,Waynesville - St. Robert Regional Airport,Dallas Fort Worth International Airport,,328,1,105,2024-12-09 13:55,afternoon,afternoon
American,AA 370,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,337,0,163,2024-12-09 05:00,early morning,morning
American,AA 482,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,337,0,160,2024-12-09 06:00,early morning,morning
American,AA 1902,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,367,0,163,2024-12-09 06:47,early morning,morning
American,AA 481,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,367,0,165,2024-12-09 10:00,morning,afternoon
American,AA 1109,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,367,0,165,2024-12-09 11:54,morning,afternoon
American,AA 2839,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,367,0,164,2024-12-09 13:11,afternoon,afternoon
American,AA 2499,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,367,0,159,2024-12-09 16:45,afternoon,evening
American,AA 396,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,422,0,164,2024-12-09 08:05,morning,morning
American,AA 509,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,422,0,165,2024-12-09 09:05,morning,morning
American,AA 2346,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,422,0,162,2024-12-09 15:23,afternoon,evening
United,UA 2302,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,520,0,165,2024-12-09 13:11,afternoon,afternoon
United,UA 2333,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,557,0,166,2024-12-09 10:38,morning,afternoon
United,UA 729,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,623,0,164,2024-12-09 07:10,morning,morning
United,UA 2049,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,623,0,165,2024-12-09 08:48,morning,morning
United,UA 793,Chicago O'Hare International Airport,Dallas Fort Worth International Airport,,623,0,164,2024-12-09 15:55,afternoon,evening
American,AA 2783,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,455,0,268,2025-03-15 14:40,afternoon,evening
American,AA 2003,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,455,0,269,2025-03-15 18:50,evening,night
American,AA 2402,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,455,0,267,2025-03-15 20:40,night,night
Alaska,AS 573,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,497,0,269,2025-03-15 10:00,morning,afternoon
Alaska,AS 909,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,497,0,268,2025-03-15 13:46,afternoon,afternoon
American,AA 1992,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,517,0,273,2025-03-15 10:05,morning,afternoon
American,AA 2405,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,517,0,269,2025-03-15 12:19,afternoon,afternoon
American,AA 2009,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,517,0,267,2025-03-15 16:35,afternoon,evening
Delta,DL 804,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,567,0,260,2025-03-15 08:00,morning,morning
American,AA 2767,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,312,0,270,2024-12-13 08:18,morning,morning
American,AA 2528,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,312,0,263,2024-12-13 15:00,afternoon,evening
American,AA 2009,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,312,0,261,2024-12-13 17:30,evening,evening
American,AA 2003,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,312,0,265,2024-12-13 18:50,evening,night
American,AA 1992,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,342,0,279,2024-12-13 10:25,morning,afternoon
American,AA 2405,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,342,0,274,2024-12-13 12:39,afternoon,afternoon
Alaska,AS 543,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,347,0,268,2024-12-13 08:15,morning,morning
Alaska,AS 909,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,347,0,267,2024-12-13 12:50,afternoon,afternoon
Alaska,AS 415,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,347,0,270,2024-12-13 14:10,afternoon,afternoon
Alaska,AS 573,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,347,0,271,2024-12-13 17:55,evening,night
American,AA 1296,Miami International Airport,Boston Logan International Airport,,188,0,210,2025-02-07 12:24,afternoon,afternoon
American,AA 2444,Miami International Airport,Boston Logan International Airport,,188,0,218,2025-02-07 20:08,night,night
Delta,DL 2217,Miami International Airport,Boston Logan International Airport,,197,0,205,2025-02-07 19:15,evening,night
American,AA 1054,Miami International Airport,Boston Logan International Airport,,207,0,204,2025-02-07 21:30,night,early morning
JetBlue,B6 2620,Miami International Airport,Boston Logan International Airport,,241,0,205,2025-02-07 20:51,night,early morning
JetBlue,B6 1220,Miami International Airport,Boston Logan International Airport,,251,0,211,2025-02-07 11:22,morning,afternoon
American,AA 1226,Miami International Airport,Dallas Fort Worth International Airport,,481,1,196,2025-04-17 05:18,early morning,morning
American,AA 1756,Dallas Fort Worth International Airport,Denver International Airport,,481,1,130,2025-04-17 08:14,morning,morning
American,AA 1654,Miami International Airport,Dallas Fort Worth International Airport,,481,1,210,2025-04-17 08:45,morning,morning
American,AA 420,Dallas Fort Worth International Airport,Denver International Airport,,481,1,125,2025-04-17 12:19,afternoon,afternoon
American,AA 985,Miami International Airport,Charlotte Douglas International Airport,,481,1,129,2025-04-17 15:21,afternoon,evening
American,AA 1529,Charlotte Douglas International Airport,Denver International Airport,,481,1,216,2025-04-17 18:00,evening,evening
American,AA 2823,Miami International Airport,Dallas Fort Worth International Airport,,481,1,206,2025-04-17 17:30,evening,evening
American,AA 577,Dallas Fort Worth International Airport,Denver International Airport,,481,1,125,2025-04-17 20:40,night,night
Delta,DL 1211,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,501,1,121,2025-04-17 07:00,morning,morning
Delta,DL 2181,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,,501,1,199,2025-04-17 09:49,morning,morning
United,UA 1475,Miami International Airport,George Bush Intercontinental Airport,,537,1,177,2025-04-17 18:53,evening,night
United,UA 1338,George Bush Intercontinental Airport,Denver International Airport,,537,1,152,2025-04-17 21:55,night,night
United,UA 2644,Miami International Airport,Denver International Airport,,679,0,270,2025-04-17 14:55,afternoon,evening
Alaska,AS 3342,Los Angeles International Airport,San Francisco International Airport,,139,0,87,2025-05-06 11:00,morning,afternoon
United,UA 2145,Los Angeles International Airport,San Francisco International Airport,,139,0,90,2025-05-06 06:00,early morning,morning
United,UA 2234,Los Angeles International Airport,San Francisco International Airport,,139,0,88,2025-05-06 14:07,afternoon,afternoon
United,UA 2019,Los Angeles International Airport,San Francisco International Airport,,139,0,90,2025-05-06 16:10,afternoon,evening
United,UA 564,Los Angeles International Airport,San Francisco International Airport,,139,0,85,2025-05-06 17:55,evening,evening
United,UA 552,Los Angeles International Airport,San Francisco International Airport,,139,0,90,2025-05-06 19:45,evening,night
American,AA 3175,Los Angeles International Airport,San Francisco International Airport,,139,0,85,2025-05-06 20:35,night,night
United,UA 1597,Los Angeles International Airport,San Francisco International Airport,,139,0,86,2025-05-06 22:45,night,early morning
American,AA 6413,Los Angeles International Airport,San Francisco International Airport,,149,0,85,2025-05-06 12:25,afternoon,afternoon
American,AA 6260,Los Angeles International Airport,San Francisco International Airport,,149,0,83,2025-05-06 18:38,evening,night
Delta,DL 2267,Los Angeles International Airport,San Francisco International Airport,,155,0,90,2025-05-06 14:00,afternoon,afternoon
Delta,DL 1559,Los Angeles International Airport,San Francisco International Airport,,155,0,86,2025-05-06 16:00,afternoon,evening
Delta,DL 2986,Los Angeles International Airport,San Francisco International Airport,,155,0,91,2025-05-06 21:59,night,night
Delta,DL 1421,Los Angeles International Airport,San Francisco International Airport,,181,0,89,2025-05-06 06:30,early morning,morning
Alaska,AS 1309,Los Angeles International Airport,San Francisco International Airport,,199,0,85,2025-05-06 17:55,evening,evening
American,AA 6451,Los Angeles International Airport,San Francisco International Airport,,213,0,86,2025-05-06 09:06,morning,morning
Delta,DL 2054,Los Angeles International Airport,San Francisco International Airport,,220,0,88,2025-05-06 18:00,evening,evening
United,UA 2676,San Francisco International Airport,Denver International Airport,,530,0,156,2024-11-24 05:00,early morning,morning
United,UA 513,San Francisco International Airport,Denver International Airport,,530,0,161,2024-11-24 06:45,early morning,morning
United,UA 618,San Francisco International Airport,Denver International Airport,,530,0,160,2024-11-24 14:25,afternoon,evening
United,UA 566,San Francisco International Airport,Denver International Airport,,530,0,160,2024-11-24 16:00,afternoon,evening
United,UA 373,San Francisco International Airport,Denver International Airport,,530,0,157,2024-11-24 18:40,evening,night
United,UA 589,San Francisco International Airport,Denver International Airport,,530,0,157,2024-11-24 19:29,evening,night
United,UA 1230,San Francisco International Airport,Denver International Airport,,530,0,157,2024-11-24 20:22,night,night
Southwest,WN 142,San Francisco International Airport,Denver International Airport,,551,0,145,2024-11-24 05:00,early morning,morning
Southwest,WN 1505,San Francisco International Airport,Denver International Airport,,551,0,145,2024-11-24 07:25,morning,morning
Southwest,WN 2290,San Francisco International Airport,Denver International Airport,,551,0,145,2024-11-24 14:40,afternoon,evening
Southwest,WN 5111,San Francisco International Airport,Denver International Airport,,551,0,140,2024-11-24 19:45,evening,night
Delta,DL 920,San Francisco International Airport,Salt Lake City International Airport,,584,1,113,2024-11-24 10:17,morning,afternoon
Delta,DL 1623,Salt Lake City International Airport,Denver International Airport,,584,1,87,2024-11-24 13:40,afternoon,afternoon
United,UA 1625,San Francisco International Airport,Denver International Airport,,730,0,160,2024-11-24 09:00,morning,afternoon
American,AA 2405,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,282,0,232,2024-12-12 17:00,evening,night
Alaska,AS 542,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,312,0,220,2024-12-12 22:46,night,early morning
American,AA 1991,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,312,0,232,2024-12-12 00:45,early morning,early morning
American,AA 2037,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,312,0,230,2024-12-12 23:59,night,early morning
American,AA 1534,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,342,0,235,2024-12-12 10:32,morning,afternoon
American,AA 1992,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,342,0,233,2024-12-12 13:56,afternoon,evening
Alaska,AS 414,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,347,0,234,2024-12-12 08:46,morning,afternoon
Alaska,AS 586,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,347,0,234,2024-12-12 11:01,morning,afternoon
Alaska,AS 372,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,347,0,232,2024-12-12 18:02,evening,night
Delta,DL 803,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,372,0,237,2024-12-12 09:25,morning,afternoon
American,AA 2767,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,372,0,234,2024-12-12 11:50,morning,evening
American,AA 1667,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,435,0,243,2024-12-12 07:20,morning,afternoon
American,AA 4670,John F. Kennedy International Airport,Cleveland Hopkins International Airport,,215,1,125,2024-12-19 08:10,morning,morning
American,AA 4608,Cleveland Hopkins International Airport,Chicago O'Hare International Airport,,215,1,96,2024-12-19 12:59,afternoon,afternoon
American,AA 4670,John F. Kennedy International Airport,Cleveland Hopkins International Airport,,268,1,125,2024-12-19 08:10,morning,morning
American,AA 5935,Cleveland Hopkins International Airport,Chicago O'Hare International Airport,,268,1,99,2024-12-19 11:22,morning,afternoon
American,AA 4611,John F. Kennedy International Airport,Pittsburgh International Airport,,268,1,99,2024-12-19 14:59,afternoon,afternoon
American,AA 4386,Pittsburgh International Airport,Chicago O'Hare International Airport,,268,1,108,2024-12-19 17:13,evening,evening
Delta,DL 4025,John F. Kennedy International Airport,Chicago O'Hare International Airport,,298,0,186,2024-12-19 19:50,evening,night
Delta,DL 3730,John F. Kennedy International Airport,Chicago O'Hare International Airport,,364,0,175,2024-12-19 11:24,morning,afternoon
American,AA 2819,John F. Kennedy International Airport,Chicago O'Hare International Airport,,403,0,166,2024-12-19 09:00,morning,morning
Delta,DL 5783,John F. Kennedy International Airport,Chicago O'Hare International Airport,,453,0,180,2024-12-19 15:15,afternoon,evening
American,AA 532,John F. Kennedy International Airport,Chicago O'Hare International Airport,,483,0,168,2024-12-19 15:54,afternoon,evening
United,UA 1414,Boston Logan International Airport,Chicago O'Hare International Airport,,222,0,184,2025-03-13 06:00,early morning,morning
United,UA 1316,Boston Logan International Airport,Chicago O'Hare International Airport,,222,0,184,2025-03-13 07:25,morning,morning
United,UA 1823,Boston Logan International Airport,Chicago O'Hare International Airport,,222,0,182,2025-03-13 11:01,morning,afternoon
United,UA 1732,Boston Logan International Airport,Chicago O'Hare International Airport,,222,0,182,2025-03-13 12:18,afternoon,afternoon
American,AA 1509,Boston Logan International Airport,Chicago O'Hare International Airport,,233,0,177,2025-03-13 07:18,morning,morning
American,AA 2837,Boston Logan International Airport,Chicago O'Hare International Airport,,233,0,178,2025-03-13 17:42,evening,evening
American,AA 3776,Boston Logan International Airport,Chicago O'Hare International Airport,,257,0,183,2025-03-13 12:22,afternoon,afternoon
JetBlue,B6 611,Boston Logan International Airport,Chicago O'Hare International Airport,,262,0,179,2025-03-13 13:41,afternoon,afternoon
Delta,DL 2679,Boston Logan International Airport,Chicago O'Hare International Airport,,293,0,183,2025-03-13 11:00,morning,afternoon
American,AA 3871,Boston Logan International Airport,Chicago O'Hare International Airport,,301,0,182,2025-03-13 15:48,afternoon,evening
United,UA 2040,Boston Logan International Airport,Chicago O'Hare International Airport,,312,0,182,2025-03-13 16:30,afternoon,evening
Delta,DL 2570,Boston Logan International Airport,Chicago O'Hare International Airport,,317,0,188,2025-03-13 07:00,morning,morning
Delta,DL 2676,Boston Logan International Airport,Chicago O'Hare International Airport,,317,0,183,2025-03-13 19:40,evening,night
United,UA 1015,Boston Logan International Airport,Chicago O'Hare International Airport,,354,0,185,2025-03-13 18:20,evening,night
Delta,DL 2646,Boston Logan International Airport,Chicago O'Hare International Airport,,397,0,182,2025-03-13 14:40,afternoon,afternoon
United,UA 1983,Miami International Airport,Chicago O'Hare International Airport,,333,0,204,2025-05-07 12:15,afternoon,afternoon
American,AA 3067,Miami International Airport,Chicago O'Hare International Airport,,333,0,207,2025-05-07 13:43,afternoon,afternoon
American,AA 3056,Miami International Airport,Chicago O'Hare International Airport,,333,0,206,2025-05-07 15:16,afternoon,evening
United,UA 2106,Miami International Airport,Chicago O'Hare International Airport,,333,0,207,2025-05-07 16:17,afternoon,evening
American,AA 3062,Miami International Airport,Chicago O'Hare International Airport,,333,0,201,2025-05-07 16:47,afternoon,evening
American,AA 791,Miami International Airport,Chicago O'Hare International Airport,,333,0,207,2025-05-07 18:59,evening,night
United,UA 1639,Miami International Airport,Chicago O'Hare International Airport,,333,0,205,2025-05-07 19:35,evening,night
American,AA 483,Miami International Airport,Chicago O'Hare International Airport,,333,0,217,2025-05-07 21:20,night,night
Delta,DL 1249,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,385,1,121,2025-05-07 06:00,early morning,morning
