Airline,Flight Number,Departure City,Arrival City,Departure Date,Return Date,Price,Stops,Duration,Departure Time,Arrival Time
American,AA 2290,Miami International Airport,Los Angeles International Airport,2025-02-27 18:52,N/A,424,0,379,2025-02-27 18:52,2025-02-27 22:11
American,AA 669,Miami International Airport,Los Angeles International Airport,2025-02-27 21:40,N/A,424,0,372,2025-02-27 21:40,2025-02-28 00:52
United,UA 2106,Miami International Airport,Chicago O'Hare International Airport,2025-02-27 16:07,N/A,439,1,222,2025-02-27 16:07,2025-02-27 18:49
United,UA 2106,Chicago O'Hare International Airport,Los Angeles International Airport,2025-02-27 20:05,N/A,439,1,292,2025-02-27 20:05,2025-02-27 22:57
Southwest,WN 4458,Miami International Airport,Austin-Bergstrom International Airport,2025-02-27 12:05,N/A,445,1,195,2025-02-27 12:05,2025-02-27 14:20
Southwest,WN 4667,Austin-Bergstrom International Airport,Los Angeles International Airport,2025-02-27 15:15,N/A,445,1,210,2025-02-27 15:15,2025-02-27 16:45
American,AA 2779,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,2025-03-16 18:20,N/A,383,0,120,2025-03-16 18:20,2025-03-16 21:20
United,UA 356,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,2025-03-16 14:30,N/A,411,0,125,2025-03-16 14:30,2025-03-16 17:35
United,UA 381,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,2025-03-16 18:05,N/A,411,0,129,2025-03-16 18:05,2025-03-16 21:14
Delta,DL 1247,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,2025-03-16 07:10,N/A,457,0,126,2025-03-16 07:10,2025-03-16 10:16
Delta,DL 1178,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,2025-03-16 09:30,N/A,457,0,119,2025-03-16 09:30,2025-03-16 12:29
Delta,DL 1147,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,2025-03-16 11:19,N/A,507,0,118,2025-03-16 11:19,2025-03-16 14:17
Delta,DL 2738,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,2025-03-16 17:55,N/A,507,0,123,2025-03-16 17:55,2025-03-16 20:58
Delta,DL 2879,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,2025-03-16 19:55,N/A,507,0,123,2025-03-16 19:55,2025-03-16 22:58
American,AA 3769,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,2025-03-16 14:55,N/A,510,0,129,2025-03-16 14:55,2025-03-16 18:04
Delta,DL 2509,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,2025-03-16 13:16,N/A,597,0,118,2025-03-16 13:16,2025-03-16 16:14
Delta,DL 1477,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,2025-03-16 15:30,N/A,597,0,114,2025-03-16 15:30,2025-03-16 18:24
American,AA 2748,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,2025-01-10 05:22,N/A,346,1,238,2025-01-10 05:22,2025-01-10 11:20
American,AA 1236,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-10 12:26,N/A,346,1,125,2025-01-10 12:26,2025-01-10 15:31
American,AA 1667,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,2025-01-10 07:14,N/A,346,1,241,2025-01-10 07:14,2025-01-10 13:15
American,AA 1248,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-10 14:25,N/A,346,1,122,2025-01-10 14:25,2025-01-10 17:27
American,AA 2767,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,2025-01-10 11:43,N/A,346,1,236,2025-01-10 11:43,2025-01-10 17:39
American,AA 2072,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-10 18:35,N/A,346,1,124,2025-01-10 18:35,2025-01-10 21:39
Delta,DL 542,Seattle Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-10 12:00,N/A,427,0,298,2025-01-10 12:00,2025-01-10 19:58
United,UA 1829,Seattle Tacoma International Airport,Denver International Airport,2025-01-10 09:00,N/A,451,1,163,2025-01-10 09:00,2025-01-10 12:43
United,UA 1974,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-10 13:40,N/A,451,1,180,2025-01-10 13:40,2025-01-10 18:40
Delta,DL 562,Seattle Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-10 08:45,N/A,457,0,286,2025-01-10 08:45,2025-01-10 16:31
Delta,DL 569,Seattle Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-10 06:15,N/A,577,0,283,2025-01-10 06:15,2025-01-10 13:58
Delta,DL 652,Seattle Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-10 23:05,N/A,697,0,282,2025-01-10 23:05,2025-01-11 06:47
Delta,DL 341,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-14 06:00,N/A,292,0,173,2025-01-14 06:00,2025-01-14 10:53
Delta,DL 431,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-14 07:10,N/A,312,0,172,2025-01-14 07:10,2025-01-14 12:02
Delta,DL 530,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-14 15:35,N/A,312,0,179,2025-01-14 15:35,2025-01-14 20:34
United,UA 1974,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-14 13:30,N/A,322,0,180,2025-01-14 13:30,2025-01-14 18:30
United,UA 1305,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-14 17:38,N/A,322,0,180,2025-01-14 17:38,2025-01-14 22:38
American,AA 420,Denver International Airport,Dallas Fort Worth International Airport,2025-01-14 14:46,N/A,371,1,124,2025-01-14 14:46,2025-01-14 17:50
American,AA 2072,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-01-14 18:35,N/A,371,1,124,2025-01-14 18:35,2025-01-14 21:39
United,UA 380,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 07:00,N/A,647,0,145,2024-11-22 07:00,2024-11-22 09:25
American,AA 2754,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 10:00,N/A,647,0,145,2024-11-22 10:00,2024-11-22 12:25
United,UA 1634,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 10:50,N/A,647,0,145,2024-11-22 10:50,2024-11-22 13:15
American,AA 311,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 11:00,N/A,647,0,145,2024-11-22 11:00,2024-11-22 13:25
American,AA 1070,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 12:24,N/A,647,0,148,2024-11-22 12:24,2024-11-22 14:52
United,UA 1778,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 12:29,N/A,647,0,145,2024-11-22 12:29,2024-11-22 14:54
United,UA 1324,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 14:30,N/A,647,0,145,2024-11-22 14:30,2024-11-22 16:55
American,AA 2412,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 15:15,N/A,647,0,141,2024-11-22 15:15,2024-11-22 17:36
American,AA 2753,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 16:56,N/A,647,0,144,2024-11-22 16:56,2024-11-22 19:20
United,UA 1436,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 17:55,N/A,647,0,145,2024-11-22 17:55,2024-11-22 20:20
American,AA 566,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 18:50,N/A,647,0,138,2024-11-22 18:50,2024-11-22 21:08
United,UA 447,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 19:54,N/A,647,0,141,2024-11-22 19:54,2024-11-22 22:15
American,AA 2881,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2024-11-22 21:25,N/A,647,0,144,2024-11-22 21:25,2024-11-22 23:49
United,UA 512,San Francisco International Airport,George Bush Intercontinental Airport,2024-12-20 00:30,N/A,983,1,229,2024-12-20 00:30,2024-12-20 06:19
United,UA 2138,George Bush Intercontinental Airport,Miami International Airport,2024-12-20 07:20,N/A,983,1,153,2024-12-20 07:20,2024-12-20 10:53
United,UA 274,San Francisco International Airport,George Bush Intercontinental Airport,2024-12-20 05:00,N/A,983,1,236,2024-12-20 05:00,2024-12-20 10:56
United,UA 2105,George Bush Intercontinental Airport,Miami International Airport,2024-12-20 12:10,N/A,983,1,153,2024-12-20 12:10,2024-12-20 15:43
United,UA 2439,San Francisco International Airport,George Bush Intercontinental Airport,2024-12-20 07:15,N/A,983,1,235,2024-12-20 07:15,2024-12-20 13:10
United,UA 1501,George Bush Intercontinental Airport,Miami International Airport,2024-12-20 14:20,N/A,983,1,153,2024-12-20 14:20,2024-12-20 17:53
United,UA 1369,San Francisco International Airport,Miami International Airport,2024-12-20 22:42,N/A,1059,0,332,2024-12-20 22:42,2024-12-21 07:14
American,AA 1121,San Francisco International Airport,Miami International Airport,2024-12-20 13:25,N/A,1182,0,329,2024-12-20 13:25,2024-12-20 21:54
Delta,DL 930,San Francisco International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-20 23:55,N/A,1749,1,280,2024-12-20 23:55,2024-12-21 07:35
Delta,DL 2008,Hartsfield-Jackson Atlanta International Airport,Miami International Airport,2024-12-21 08:10,N/A,1749,1,121,2024-12-21 08:10,2024-12-21 10:11
American,AA 2799,San Francisco International Airport,Miami International Airport,2024-12-20 23:58,N/A,1892,0,330,2024-12-20 23:58,2024-12-21 08:28
Delta,DL 2183,Dallas Fort Worth International Airport,Detroit Metropolitan Wayne County Airport,2024-11-19 05:45,N/A,713,1,158,2024-11-19 05:45,2024-11-19 09:23
Delta,DL 5591,Detroit Metropolitan Wayne County Airport,John F. Kennedy International Airport,2024-11-19 10:09,N/A,713,1,111,2024-11-19 10:09,2024-11-19 12:00
American,AA 1696,Dallas Fort Worth International Airport,Charlotte Douglas International Airport,2024-11-19 12:35,N/A,713,1,159,2024-11-19 12:35,2024-11-19 16:14
American,AA 657,Charlotte Douglas International Airport,John F. Kennedy International Airport,2024-11-19 18:08,N/A,713,1,112,2024-11-19 18:08,2024-11-19 20:00
Delta,DL 539,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2024-11-19 17:44,N/A,1008,1,125,2024-11-19 17:44,2024-11-19 20:49
Delta,DL 2386,Hartsfield-Jackson Atlanta International Airport,John F. Kennedy International Airport,2024-11-19 21:55,N/A,1008,1,131,2024-11-19 21:55,2024-11-20 00:06
American,AA 2477,San Francisco International Airport,Chicago O'Hare International Airport,2024-12-30 23:27,N/A,368,0,259,2024-12-30 23:27,2024-12-31 05:46
United,UA 2232,San Francisco International Airport,Chicago O'Hare International Airport,2024-12-30 00:59,N/A,373,0,267,2024-12-30 00:59,2024-12-30 07:26
United,UA 1482,San Francisco International Airport,Chicago O'Hare International Airport,2024-12-30 16:55,N/A,373,0,266,2024-12-30 16:55,2024-12-30 23:21
United,UA 1896,San Francisco International Airport,Chicago O'Hare International Airport,2024-12-30 18:45,N/A,373,0,266,2024-12-30 18:45,2024-12-31 01:11
United,UA 1494,San Francisco International Airport,Chicago O'Hare International Airport,2024-12-30 22:35,N/A,373,0,264,2024-12-30 22:35,2024-12-31 04:59
United,UA 2097,San Francisco International Airport,Chicago O'Hare International Airport,2024-12-30 23:35,N/A,373,0,259,2024-12-30 23:35,2024-12-31 05:54
United,UA 468,San Francisco International Airport,Chicago O'Hare International Airport,2024-12-30 14:50,N/A,410,0,264,2024-12-30 14:50,2024-12-30 21:14
Alaska,AS 598,San Francisco International Airport,Chicago O'Hare International Airport,2024-12-30 11:34,N/A,431,0,265,2024-12-30 11:34,2024-12-30 17:59
United,UA 534,San Francisco International Airport,Chicago O'Hare International Airport,2024-12-30 08:25,N/A,445,0,259,2024-12-30 08:25,2024-12-30 14:44
United,UA 2386,San Francisco International Airport,Chicago O'Hare International Airport,2024-12-30 13:40,N/A,445,0,259,2024-12-30 13:40,2024-12-30 19:59
United,UA 1612,San Francisco International Airport,Chicago O'Hare International Airport,2024-12-30 10:40,N/A,463,0,269,2024-12-30 10:40,2024-12-30 17:09
American,AA 2418,San Francisco International Airport,Chicago O'Hare International Airport,2024-12-30 13:21,N/A,478,0,257,2024-12-30 13:21,2024-12-30 19:38
Southwest,WN 1582,Chicago O'Hare International Airport,Denver International Airport,2024-12-04 07:00,N/A,349,0,165,2024-12-04 07:00,2024-12-04 08:45
Southwest,WN 4515,Chicago O'Hare International Airport,Denver International Airport,2024-12-04 19:10,N/A,349,0,185,2024-12-04 19:10,2024-12-04 21:15
United,UA 2334,Chicago O'Hare International Airport,Denver International Airport,2024-12-04 17:50,N/A,356,0,170,2024-12-04 17:50,2024-12-04 19:40
United,UA 2402,Chicago O'Hare International Airport,Denver International Airport,2024-12-04 14:30,N/A,361,0,170,2024-12-04 14:30,2024-12-04 16:20
Southwest,WN 2546,Chicago O'Hare International Airport,Denver International Airport,2024-12-04 12:15,N/A,369,0,170,2024-12-04 12:15,2024-12-04 14:05
Southwest,WN 1894,Chicago O'Hare International Airport,Denver International Airport,2024-12-04 16:00,N/A,389,0,165,2024-12-04 16:00,2024-12-04 17:45
United,UA 767,Chicago O'Hare International Airport,Denver International Airport,2024-12-04 19:46,N/A,393,0,169,2024-12-04 19:46,2024-12-04 21:35
United,UA 711,Chicago O'Hare International Airport,Denver International Airport,2024-12-04 07:10,N/A,409,0,170,2024-12-04 07:10,2024-12-04 09:00
United,UA 2297,Chicago O'Hare International Airport,Denver International Airport,2024-12-04 08:45,N/A,409,0,178,2024-12-04 08:45,2024-12-04 10:43
United,UA 2861,Chicago O'Hare International Airport,Denver International Airport,2024-12-04 16:05,N/A,409,0,169,2024-12-04 16:05,2024-12-04 17:54
United,UA 1803,Chicago O'Hare International Airport,Denver International Airport,2024-12-04 10:35,N/A,435,0,172,2024-12-04 10:35,2024-12-04 12:27
American,AA 2812,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-01-01 05:00,N/A,287,0,140,2025-01-01 05:00,2025-01-01 07:20
American,AA 3076,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-01-01 06:00,N/A,287,0,145,2025-01-01 06:00,2025-01-01 08:25
American,AA 1106,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-01-01 07:00,N/A,287,0,145,2025-01-01 07:00,2025-01-01 09:25
United,UA 1324,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-01-01 14:45,N/A,287,0,145,2025-01-01 14:45,2025-01-01 17:10
American,AA 1125,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-01-01 20:40,N/A,287,0,149,2025-01-01 20:40,2025-01-01 23:09
American,AA 2881,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-01-01 21:55,N/A,287,0,144,2025-01-01 21:55,2025-01-02 00:19
American,AA 2754,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-01-01 10:20,N/A,307,0,159,2025-01-01 10:20,2025-01-01 12:59
American,AA 2412,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-01-01 15:14,N/A,307,0,137,2025-01-01 15:14,2025-01-01 17:31
United,UA 1436,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-01-01 17:45,N/A,334,0,149,2025-01-01 17:45,2025-01-01 20:14
American,AA 2723,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-01-01 12:55,N/A,342,0,146,2025-01-01 12:55,2025-01-01 15:21
American,AA 2753,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-01-01 16:55,N/A,342,0,143,2025-01-01 16:55,2025-01-01 19:18
American,AA 566,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-01-01 18:55,N/A,422,0,144,2025-01-01 18:55,2025-01-01 21:19
Delta,DL 1328,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,2025-03-15 19:45,N/A,644,1,125,2025-03-15 19:45,2025-03-15 21:50
Delta,DL 956,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,2025-03-15 22:25,N/A,644,1,210,2025-03-15 22:25,2025-03-15 23:55
United,UA 2299,Miami International Airport,Denver International Airport,2025-03-15 20:50,N/A,679,0,281,2025-03-15 20:50,2025-03-15 23:31
United,UA 279,Miami International Airport,Denver International Airport,2025-03-15 12:15,N/A,794,0,281,2025-03-15 12:15,2025-03-15 14:56
United,UA 2644,Miami International Airport,Denver International Airport,2025-03-15 15:30,N/A,794,0,280,2025-03-15 15:30,2025-03-15 18:10
JetBlue,B6 1993,John F. Kennedy International Airport,Miami International Airport,2025-01-31 15:24,N/A,232,0,196,2025-01-31 15:24,2025-01-31 18:40
Delta,DL 732,John F. Kennedy International Airport,Miami International Airport,2025-01-31 13:10,N/A,237,0,203,2025-01-31 13:10,2025-01-31 16:33
American,AA 1032,John F. Kennedy International Airport,Miami International Airport,2025-01-31 09:01,N/A,242,0,215,2025-01-31 09:01,2025-01-31 12:36
American,AA 2603,John F. Kennedy International Airport,Miami International Airport,2025-01-31 17:34,N/A,242,0,202,2025-01-31 17:34,2025-01-31 20:56
American,AA 1174,John F. Kennedy International Airport,Miami International Airport,2025-01-31 18:21,N/A,242,0,204,2025-01-31 18:21,2025-01-31 21:45
American,AA 1584,John F. Kennedy International Airport,Miami International Airport,2025-01-31 13:30,N/A,267,0,200,2025-01-31 13:30,2025-01-31 16:50
Delta,DL 1528,John F. Kennedy International Airport,Miami International Airport,2025-01-31 07:00,N/A,277,0,202,2025-01-31 07:00,2025-01-31 10:22
American,AA 1235,John F. Kennedy International Airport,Miami International Airport,2025-01-31 06:30,N/A,287,0,198,2025-01-31 06:30,2025-01-31 09:48
American,AA 1610,John F. Kennedy International Airport,Miami International Airport,2025-01-31 07:38,N/A,287,0,202,2025-01-31 07:38,2025-01-31 11:00
Delta,DL 1438,John F. Kennedy International Airport,Miami International Airport,2025-01-31 15:26,N/A,317,0,208,2025-01-31 15:26,2025-01-31 18:54
JetBlue,B6 2293,John F. Kennedy International Airport,Miami International Airport,2025-01-31 09:50,N/A,337,0,193,2025-01-31 09:50,2025-01-31 13:03
Delta,DL 1428,John F. Kennedy International Airport,Miami International Airport,2025-01-31 19:55,N/A,397,0,212,2025-01-31 19:55,2025-01-31 23:27
American,AA 2748,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,2025-04-27 05:44,N/A,567,1,235,2025-04-27 05:44,2025-04-27 11:39
American,AA 1306,Dallas Fort Worth International Airport,Miami International Airport,2025-04-27 12:47,N/A,567,1,169,2025-04-27 12:47,2025-04-27 16:36
American,AA 3081,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,2025-04-27 10:22,N/A,567,1,233,2025-04-27 10:22,2025-04-27 16:15
American,AA 3308,Dallas Fort Worth International Airport,Miami International Airport,2025-04-27 17:03,N/A,567,1,171,2025-04-27 17:03,2025-04-27 20:54
American,AA 2407,Seattle Tacoma International Airport,Charlotte Douglas International Airport,2025-04-27 13:44,N/A,567,1,306,2025-04-27 13:44,2025-04-27 21:50
American,AA 3068,Charlotte Douglas International Airport,Miami International Airport,2025-04-27 22:21,N/A,567,1,123,2025-04-27 22:21,2025-04-28 00:24
American,AA 757,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,2025-04-27 14:04,N/A,567,1,236,2025-04-27 14:04,2025-04-27 20:00
American,AA 2090,Dallas Fort Worth International Airport,Miami International Airport,2025-04-27 20:42,N/A,567,1,168,2025-04-27 20:42,2025-04-28 00:30
American,AA 2440,Los Angeles International Airport,Miami International Airport,2025-03-20 10:14,N/A,491,0,288,2025-03-20 10:14,2025-03-20 18:02
American,AA 658,Los Angeles International Airport,Miami International Airport,2025-03-20 11:10,N/A,491,0,287,2025-03-20 11:10,2025-03-20 18:57
American,AA 2284,Los Angeles International Airport,Miami International Airport,2025-03-20 13:55,N/A,491,0,285,2025-03-20 13:55,2025-03-20 21:40
American,AA 2186,Los Angeles International Airport,Miami International Airport,2025-03-20 21:59,N/A,491,0,288,2025-03-20 21:59,2025-03-21 05:47
American,AA 922,Los Angeles International Airport,Miami International Airport,2025-03-20 08:11,N/A,538,0,289,2025-03-20 08:11,2025-03-20 16:00
United,UA 654,Los Angeles International Airport,George Bush Intercontinental Airport,2025-03-20 06:00,N/A,648,1,194,2025-03-20 06:00,2025-03-20 11:14
United,UA 2105,George Bush Intercontinental Airport,Miami International Airport,2025-03-20 12:05,N/A,648,1,156,2025-03-20 12:05,2025-03-20 15:41
Delta,DL 811,Los Angeles International Airport,Miami International Airport,2025-03-20 09:15,N/A,753,0,298,2025-03-20 09:15,2025-03-20 17:13
Alaska,AS 1082,San Francisco International Airport,Seattle Tacoma International Airport,2024-11-28 15:00,N/A,348,0,142,2024-11-28 15:00,2024-11-28 17:22
Alaska,AS 1225,San Francisco International Airport,Seattle Tacoma International Airport,2024-11-28 12:04,N/A,362,0,143,2024-11-28 12:04,2024-11-28 14:27
United,UA 2293,San Francisco International Airport,Seattle Tacoma International Airport,2024-11-28 06:15,N/A,362,0,141,2024-11-28 06:15,2024-11-28 08:36
United,UA 573,San Francisco International Airport,Seattle Tacoma International Airport,2024-11-28 09:32,N/A,362,0,141,2024-11-28 09:32,2024-11-28 11:53
United,UA 2315,San Francisco International Airport,Seattle Tacoma International Airport,2024-11-28 10:35,N/A,362,0,138,2024-11-28 10:35,2024-11-28 12:53
Delta,DL 3603,San Francisco International Airport,Seattle Tacoma International Airport,2024-11-28 12:53,N/A,362,0,140,2024-11-28 12:53,2024-11-28 15:13
United,UA 2650,San Francisco International Airport,Seattle Tacoma International Airport,2024-11-28 13:15,N/A,362,0,138,2024-11-28 13:15,2024-11-28 15:33
Delta,DL 3604,San Francisco International Airport,Seattle Tacoma International Airport,2024-11-28 16:45,N/A,362,0,135,2024-11-28 16:45,2024-11-28 19:00
Alaska,AS 1225,San Francisco International Airport,Seattle Tacoma International Airport,2025-01-22 11:20,N/A,182,0,138,2025-01-22 11:20,2025-01-22 13:38
Alaska,AS 1059,San Francisco International Airport,Seattle Tacoma International Airport,2025-01-22 14:43,N/A,182,0,136,2025-01-22 14:43,2025-01-22 16:59
Alaska,AS 971,San Francisco International Airport,Seattle Tacoma International Airport,2025-01-22 16:48,N/A,182,0,135,2025-01-22 16:48,2025-01-22 19:03
Delta,DL 672,San Francisco International Airport,Seattle Tacoma International Airport,2025-01-22 06:10,N/A,182,0,145,2025-01-22 06:10,2025-01-22 08:35
United,UA 2315,San Francisco International Airport,Seattle Tacoma International Airport,2025-01-22 11:12,N/A,182,0,140,2025-01-22 11:12,2025-01-22 13:32
United,UA 593,San Francisco International Airport,Seattle Tacoma International Airport,2025-01-22 13:25,N/A,182,0,140,2025-01-22 13:25,2025-01-22 15:45
Delta,DL 673,San Francisco International Airport,Seattle Tacoma International Airport,2025-01-22 13:30,N/A,182,0,144,2025-01-22 13:30,2025-01-22 15:54
United,UA 2603,San Francisco International Airport,Seattle Tacoma International Airport,2025-01-22 16:48,N/A,182,0,140,2025-01-22 16:48,2025-01-22 19:08
United,UA 2019,San Francisco International Airport,Seattle Tacoma International Airport,2025-01-22 19:00,N/A,182,0,140,2025-01-22 19:00,2025-01-22 21:20
Delta,DL 3720,San Francisco International Airport,Seattle Tacoma International Airport,2025-01-22 20:35,N/A,182,0,145,2025-01-22 20:35,2025-01-22 23:00
Alaska,AS 1289,San Francisco International Airport,Seattle Tacoma International Airport,2025-01-22 10:00,N/A,192,0,138,2025-01-22 10:00,2025-01-22 12:18
Alaska,AS 3339,San Francisco International Airport,Seattle Tacoma International Airport,2025-01-22 17:55,N/A,222,0,148,2025-01-22 17:55,2025-01-22 20:23
American,AA 2770,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-06 05:17,N/A,275,0,153,2025-02-06 05:17,2025-02-06 06:50
Delta,DL 839,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-06 07:25,N/A,275,0,149,2025-02-06 07:25,2025-02-06 08:54
American,AA 1567,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-06 07:28,N/A,275,0,158,2025-02-06 07:28,2025-02-06 09:06
Delta,DL 961,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-06 09:50,N/A,275,0,153,2025-02-06 09:50,2025-02-06 11:23
American,AA 811,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-06 10:59,N/A,275,0,159,2025-02-06 10:59,2025-02-06 12:38
American,AA 3104,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-06 14:10,N/A,275,0,159,2025-02-06 14:10,2025-02-06 15:49
American,AA 2403,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-06 20:10,N/A,275,0,160,2025-02-06 20:10,2025-02-06 21:50
Delta,DL 31,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-06 20:40,N/A,275,0,146,2025-02-06 20:40,2025-02-06 22:06
Delta,DL 818,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-06 22:31,N/A,275,0,146,2025-02-06 22:31,2025-02-06 23:57
United,UA 759,Hartsfield-Jackson Atlanta International Airport,George Bush Intercontinental Airport,2025-02-06 07:00,N/A,294,1,147,2025-02-06 07:00,2025-02-06 08:27
United,UA 397,George Bush Intercontinental Airport,Dallas Fort Worth International Airport,2025-02-06 09:42,N/A,294,1,87,2025-02-06 09:42,2025-02-06 11:09
Delta,DL 436,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-06 17:26,N/A,305,0,148,2025-02-06 17:26,2025-02-06 18:54
American,AA 1248,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-06 18:25,N/A,305,0,154,2025-02-06 18:25,2025-02-06 19:59
United,UA 470,Hartsfield-Jackson Atlanta International Airport,George Bush Intercontinental Airport,2025-02-06 15:58,N/A,316,1,147,2025-02-06 15:58,2025-02-06 17:25
United,UA 1373,George Bush Intercontinental Airport,Dallas Fort Worth International Airport,2025-02-06 18:35,N/A,316,1,91,2025-02-06 18:35,2025-02-06 20:06
American,AA 1236,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-06 16:26,N/A,480,0,158,2025-02-06 16:26,2025-02-06 18:04
Delta,DL 957,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,2025-05-15 15:00,N/A,512,1,184,2025-05-15 15:00,2025-05-15 20:04
Delta,DL 1234,Hartsfield-Jackson Atlanta International Airport,Miami International Airport,2025-05-15 20:50,N/A,512,1,115,2025-05-15 20:50,2025-05-15 22:45
American,AA 2078,Denver International Airport,Dallas Fort Worth International Airport,2025-05-15 06:21,N/A,555,1,123,2025-05-15 06:21,2025-05-15 09:24
American,AA 469,Dallas Fort Worth International Airport,Miami International Airport,2025-05-15 10:04,N/A,555,1,171,2025-05-15 10:04,2025-05-15 13:55
American,AA 573,Denver International Airport,Charlotte Douglas International Airport,2025-05-15 07:13,N/A,555,1,197,2025-05-15 07:13,2025-05-15 12:30
American,AA 2191,Charlotte Douglas International Airport,Miami International Airport,2025-05-15 13:02,N/A,555,1,123,2025-05-15 13:02,2025-05-15 15:05
American,AA 1244,Denver International Airport,Dallas Fort Worth International Airport,2025-05-15 10:39,N/A,555,1,126,2025-05-15 10:39,2025-05-15 13:45
American,AA 1167,Dallas Fort Worth International Airport,Miami International Airport,2025-05-15 14:26,N/A,555,1,170,2025-05-15 14:26,2025-05-15 18:16
